1.;Физические лица, как участники гражданских правоотношений;Статья 30 ГК РФ;Какие сделки вправе самостоятельно совершать гражданин, ограниченный судом в дееспособности вследствие злоупотребления  спиртными напитками  или наркотическими веществами;;;;;;;;;;;;;;;;;;;;;;
;;"расходы на работы, связанные с отделкой квартиры, комнаты или доли (долей) в них, а также расходы на разработку проектной и сметной документации на проведение отделочных работ;";;;;;;;;;;;;;;;;;;;;;;;
130.;ТСЖ;ст. 44ЖК РФ Общее собрание собственников помещений в многоквартирном доме;В  доме создано ТСЖ. Некоторые члены ТСЖ собираются сдать часть общедомовых помещений в аренду. Сколько голосов должно быть набрано на общем собрании, чтобы аренда стала возможной?;;;;;;;;;;;;;;;;;;;;;;
;;1. Общее собрание собственников помещений в многоквартирном доме является органом управления многоквартирным домом. Общее собрание собственников помещений в многоквартирном доме проводится в целях управления многоквартирным домом путем обсуждения вопросов повестки дня и принятия решений по вопросам, поставленным на голосование.;;;;;;;;;;;;;;;;;;;;;;;
;;2. К компетенции общего собрания собственников помещений в многоквартирном доме относятся:;;;;;;;;;;;;;;;;;;;;;;;
;;3) принятие решений о пользовании общим имуществом собственников помещений в многоквартирном доме иными лицами, в том числе о заключении договоров на установку и эксплуатацию рекламных конструкций, если для их установки и эксплуатации предполагается использовать общее имущество собственников помещений в многоквартирном доме.;;;;;;;;;;;;;;;;;;;;;;;
;;п.1 ст. 46ЖК РФ Решения общего собрания собственников помещений в многоквартирном доме;;;;;;;;;;;;;;;;;;;;;;;
;;Решения общего собрания собственников помещений в многоквартирном доме по вопросам, поставленным на голосование, принимаются большинством голосов от общего числа голосов принимающих участие в данном собрании собственников помещений в многоквартирном доме, за исключением предусмотренных пунктом 1.1 части 2 статьи 44 настоящего Кодекса решений, которые принимаются более чем пятьюдесятью процентами голосов от общего числа голосов собственников помещений в многоквартирном доме, и предусмотренных пунктами 1, 1.1-1, 1.2 - 3.1, 4.2, 4.3 части 2 статьи 44 настоящего Кодекса решений, которые принимаются большинством не менее двух третей голосов от общего числа голосов собственников помещений в многоквартирном доме. Решения общего собрания собственников помещений в многоквартирном доме оформляются протоколами в соответствии с требованиями, установленными федеральным органом исполнительной власти, осуществляющим функции по выработке и реализации государственной политики и нормативно-правовому регулированию в сфере жилищно-коммунального хозяйства. Решения и протокол общего собрания собственников помещений в многоквартирном доме являются официальными документами как документы, удостоверяющие факты, влекущие за собой юридические последствия в виде возложения на собственников помещений в многоквартирном доме обязанностей в отношении общего имущества в данном доме, изменения объема прав и обязанностей или освобождения этих собственников от обязанностей, и подлежат размещению в системе лицом, инициировавшим общее собрание. Копии решений и протокола общего собрания собственников помещений в многоквартирном доме подлежат обязательному представлению лицом, по инициативе которого было созвано общее собрание, в управляющую организацию, правление товарищества собственников жилья, жилищного или жилищно-строительного кооператива, иного специализированного потребительского кооператива не позднее чем через десять дней после проведения общего собрания собственников помещений в многоквартирном доме.;;;Принятие решений о пользовании общим имуществом собственников помещений в многоквартирном доме иными лицами, в том числе о передаче в аренду происходит на общем собрании членов ТСЖ. Необходимо, чтобы за аренду помещений проголосовали не менее 2/3 членов товарищества;Принятие решений о пользовании общим имуществом собственников помещений в многоквартирном доме иными лицами, в том числе о передаче в аренду происходит на общем собрании членов ТСЖ. Необходимо, чтобы за аренду помещений проголосовали не менее 50% членов товарищества;Принятие решений о пользовании общим имуществом собственников помещений в многоквартирном доме иными лицами, в том числе о передаче в аренду происходит на общем собрании собственников помещений в многоквартирном доме. Необходимо, чтобы за аренду помещений проголосовали собственники, обладающие не менее 2/3 голосов от общего числа голосов  собственников помещений в многоквартирном доме.;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
131.;; п.1 ст. 143 ЖК РФ Членство в товариществе собственников жилья;В доме создано ТСЖ. Как стать членом товарищества в случае приобретения квартиры в данном доме;;;;;;;;;;;;;;;;;;;;;;
;;Членство в товариществе собственников жилья возникает у собственника помещения в многоквартирном доме на основании заявления о вступлении в товарищество собственников жилья.;;;Необходимо написать заявление в ТСЖ, после приобретения право собственности на жилое помещение в данном доме;Собственник автоматически становится членом ТСЖ с момента приобретения квартиры в доме;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
132.;;Ст. 7ФЗ ?О приватизации жилищного фонда РФ? ;С какого момента возникает право собственности на жилье, приобретенное путем приватизации?;;;;;;;;;;;;;;;;;;;;;;
;;Передача жилых помещений в собственность граждан оформляется договором передачи, заключаемым органами государственной власти или органами местного самоуправления поселений, предприятием, учреждением с гражданином, получающим жилое помещение в собственность в порядке, установленном законодательством. При этом нотариального удостоверения договора передачи не требуется и государственная пошлина не взимается.;;;;;;;;;;;;;;;;;;;;;;;
;;"(в ред. Закона РФ от 23.12.1992 N 4199-1; Федеральных законов от 20.05.2002 N 55-ФЗ, от 22.08.2004 N 122-ФЗ)";;;;;;;;;;;;;;;;;;;;;;;
;;В договор передачи жилого помещения в собственность включаются несовершеннолетние, имеющие право пользования данным жилым помещением и проживающие совместно с лицами, которым это жилое помещение передается в общую с несовершеннолетними собственность, или несовершеннолетние, проживающие отдельно от указанных лиц, но не утратившие право пользования данным жилым помещением.;;; С момента регистрации права собственности в Едином государственном реестре недвижимости;С момента подписания договора;С момента прописки проживающих в нем граждан;;;;;;;;;;;;;;;;;;
;;(часть вторая введена Федеральным законом от 11.08.1994 N 26-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;Право собственности на приобретенное жилое помещение возникает с момента государственной регистрации права в Едином государственном реестре прав на недвижимое имущество и сделок с ним.;;;;;;;;;;;;;;;;;;;;;;;
;;(в ред. Федеральных законов от 15.05.2001 N 54-ФЗ, от 20.05.2002 N 55-ФЗ, от 29.06.2004 N 58-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
133.;;п.3 ст. 143 ЖК РФЧленство в товариществе собственников жилья;Когда прекращается членство в ТСЖ?;;;;;;;;;;;;;;;;;;;;;;
;;Членство в товариществе собственников жилья прекращается с момента подачи заявления о выходе из членов товарищества или с момента прекращения права собственности члена товарищества на помещение в многоквартирном доме.;;;Только после подачи заявления о выходе из ТСЖ;С момента прекращения права собственности на квартиру в доме;Возможно в обоих перечисленных случаях;;;;;;;;;;;;;;;;;;
134.;;ФЗ ?О приватизации жилищного фонда РФ? Статья 2. ;Можно ли приватизировать квартиру, если один из граждан призван на действительную срочную военную службу?;;;;;;;;;;;;;;;;;;;;;;
;;Новая редакция;;;Да;Нет;Да, если гражданин, призванный на военную службу, не зарегистрирован в квартире, которую приватизируют;Да, если есть доверенность на приватизацию от гражданина, зарегистрированного в этой квартире и находящегося на военной службе, или его заявление об отказе участия в приватизации;;;;;;;;;;;;;;;;;
;;;Выберите все возможные правильные из предложенных вариантов ответов.;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
135.;;ст. 4 ФЗ ?О приватизации жилищного фонда РФ? Не подлежат приватизации жилые помещения, находящиеся в аварийном состоянии, в общежитиях, в домах закрытых военных городков, а также служебные жилые помещения, за исключением жилищного фонда совхозов и других сельскохозяйственных предприятий, к ним приравненных, и находящийся в сельской местности жилищный фонд стационарных учреждений социальной защиты населения.;Приватизации подлежат жилые помещения, расположенные в домах:   ;;;;;;;;;;;;;;;;;;;;;;
;;ст. 1.Приватизация жилых помещений - бесплатная передача в собственность граждан Российской Федерации на добровольной основе занимаемых ими жилых помещений в государственном и муниципальном жилищном фонде, а для граждан Российской Федерации, забронировавших занимаемые жилые помещения, - по месту бронирования жилых помещений.;;;;;;;;;;;;;;;;;;;;;;;
;;ст. 16.Приватизация занимаемых гражданами жилых помещений в домах, требующих капитального ремонта, осуществляется в соответствии с настоящим Законом. При этом за бывшим наймодателем сохраняется обязанность производить капитальный ремонт дома в соответствии с нормами содержания, эксплуатации и ремонта жилищного фонда.;выберите все возможные правильные из предложенных вариантов ответов.;;Государственного жилищного фонда;Муниципального жилищного фонда;Закрытых военных городков;Признанных аварийными;Требующих капитального ремонта;Памятники истории и культуры; Жилищного фонда совхозов;Служебные жилые помещения;;;;;;;;;;;;;
;;"Указ Президента РФ от 26.11.1994 N 2121 (ред. от 20.01.1997) ""О приватизации в Российской Федерации недвижимых памятников истории и культуры местного значения""";;;;;;;;;;;;;;;;;;;;;;;
;;Согласиться с предложением ряда субъектов Российской Федерации о возможности принятия органами исполнительной власти субъектов Российской Федерации по согласованию с Государственным комитетом Российской Федерации по управлению государственным имуществом и Министерством культуры Российской Федерации решения о приватизации недвижимых объектов исторического и культурного наследия, отнесенных в соответствии с законодательством Российской Федерации к категории памятников истории и культуры местного значения, расположенных на территориях республик, краев, областей, автономной области, автономных округов Российской Федерации, городов Москвы и Санкт - Петербурга, за исключением культовых зданий, строений с прилегающими к ним территориями и иного недвижимого имущества религиозного назначения.;;;;;;;;;;;;;;;;;;;;;;;
136.;;п.2. ст. 60 ЖК РФ Договор социального найма жилого помещения;Договор социального найма заключается;;"Без указания срока;";"На срок 5 лет;";"На срок 1 год;";;;;;;;;;;;;;;;;;;
;;Договор социального найма жилого помещения заключается без установления срока его действия. ;;;;;;;;;;;;;;;;;;;;;;;
137.;;п.1 ст. 36 ЖК РФ Право собственности на общее имущество собственников помещений в многоквартирном доме;Что, кроме квартиры, приобретают в собственность граждане при приватизации?;;;;;;;;;;;;;;;;;;;;;;
;;       Собственникам помещений в многоквартирном доме принадлежит на праве общей долевой собственности общее имущество в многоквартирном доме.;;;;;;;;;;;;;;;;;;;;;;;
;;"Постановление Воронежской городской Думы от 24.01.2002 N 6-I (ред. от 07.11.2007) ""Об утверждении Положения о приватизации жилищного фонда""";;;;;;;;;;;;;;;;;;;;;;;
;;5. Граждане, ставшие собственниками жилых помещений, владеют, пользуются и распоряжаются этими помещениями по своему усмотрению, вправе: продавать, завещать, сдавать в аренду, совершать с ними иные сделки, не противоречащие закону.;;;Ничего;Долю в праве общей долевой собственности на общее имущество дома;Кладовку в подвале;;;;;;;;;;;;;;;;;;
;;Собственнику квартиры в многоквартирном доме наряду с принадлежащим ему помещением, занимаемым под квартиру, принадлежит также доля в праве собственности на общее имущество дома. Собственникам квартир в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения дома, несущие конструкции дома, механическое, электрическое, санитарно - техническое и иное оборудование за пределами или внутри квартиры, обслуживающее более одной квартиры. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество жилого дома, а также совершать иные действия, влекущие передачу этой доли отдельно от права собственности на квартиру.;;;;;;;;;;;;;;;;;;;;;;;
138.;;ст. 11ФЗ ?О приватизации жилищного фонда РФ? ;Может ли приватизировать занимаемое жилое помещение совершеннолетний гражданин, зарегистрированный в нем , если он ранее до 18 лет использовал свое право на приватизацию?;;;;;;;;;;;;;;;;;;;;;;
;;Каждый гражданин имеет право на приобретение в собственность бесплатно, в порядке приватизации, жилого помещения в государственном и муниципальном жилищном фонде социального использования один раз.;;;;;;;;;;;;;;;;;;;;;;;
;;(в ред. Федерального закона от 20.05.2002 N 55-ФЗ);;;Да;Нет;Да, только с разрешения родителей;;;;;;;;;;;;;;;;;;
;;Несовершеннолетние, ставшие собственниками занимаемого жилого помещения в порядке его приватизации, сохраняют право на однократную бесплатную приватизацию жилого помещения в государственном или муниципальном жилищном фонде после достижения ими совершеннолетия.;;;;;;;;;;;;;;;;;;;;;;;
139.;;Ст.62 ЖК РФ Предмет договора социального найма жилого помещения;Какое жилое помещение может быть объектом договора социального найма?;;;;;;;;;;;;;;;;;;;;;;
;;1. Предметом договора социального найма жилого помещения должно быть жилое помещение (жилой дом, квартира, часть жилого дома или квартиры).;;;Изолированное помещение;Изолированное помещение, пригодное для постоянного проживания, состоящее из квартиры, жилого дома, часть квартиры или жилого дома;Любое помещение;;;;;;;;;;;;;;;;;;
;;2. Самостоятельным предметом договора социального найма жилого помещения не могут быть неизолированное жилое помещение, помещения вспомогательного использования, а также общее имущество в многоквартирном доме.;;;;;;;;;;;;;;;;;;;;;;;
140.;Персональные данные;;Как называется состояние информации, при котором доступ к ней осуществляют только субъекты, имеющие на него право;;Аутентичность; Конфиденциальность;Доступность;Целостность;;;;;;;;;;;;;;;;;
141.;;;Информация, к которой нельзя ограничить доступ:;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Выберите все возможные правильные из предложенных вариантов ответов.;;Информация о здоровье субъекта;Информация о работе государственных органов;Информация об окружающей среде;Персональные данные субъекта;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
142.;;;Следствием наличия уязвимостей в информационной системе является:;;Нападение;Атака;Необходимость замены компонентов системы;Угроза;;;;;;;;;;;;;;;;;
143.;;;Какой уровень защиты информации состоит из мер, реализуемых людьми?;;Законодательный;Процедурный;Административный;Программно-технический;;;;;;;;;;;;;;;;;
  144.;;;Сведения независимо от формы их представления это:;;Информация;Пакет данных;Данные;Информационная система;;;;;;;;;;;;;;;;;
145.;;;К какой категории персональных данных можно отнести адресную книгу?;; Общедоступные;Биометрические;Дополнительные;Специальные;;;;;;;;;;;;;;;;;
146.;;;Основополагающим федеральным законом в области обеспечения безопасности персональных данных является:;;О безопасности;О персональных данных;Об информации, информационных технологиях и о защите информации;О лицензировании отдельных видов деятельности;;;;;;;;;;;;;;;;;
147.;;;Персональные данные это:;;Информация, позволяющая связаться с человеком любым доступным способом;Любая информация, относящаяся к определенному, или определяемому на основании такой информации физическому лицу;Сведения (сообщения, данные) независимо от формы их представления;Любая информация, касающаяся физиологических особенностей человека;;;;;;;;;;;;;;;;;
148.;;;В соответствии со статьями 5 и 6, согласие сотрудника на обработку его персональных данных при приёме на работу?;;;;;;;;;;;;;;;;;;;;;;
;;;;;Подразумевается при подписании трудового договора;Требуется, но может не фиксироваться;Не требуется в любом случае;Требуется в письменном виде;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
149.;;;Выберите случаи обработки персональных данных, когда оператор не обязан получать письменное согласие субъекта на обработку:;;;;;;;;;;;;;;;;;;;;;;
;;;;;Бронирование гостиницы туристической фирмой;Доставка почтовых сообщений;Организация составляет базу данных своих клиентов, с указанием ФИО, телефонов, адресов и занимаемых должностей;Если между оператором и субъектом есть договор, предусматривающий обработку ПД;Передача данных третьим лицам;;;;;;;;;;;;;;;;
;;;Выберите все возможные правильные из предложенных вариантов ответов.;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
150.;;;Требуется ли журналисту согласие известного актёра на обработку его персональных данных при написании статьи?;;Требуется, в случае если будут затронуты подробности личной жизни актёра;Требуется в любом случае;Не требуется, в случае если будут затронуты подробности личной жизни актёра;Не требуется в любом случае;;;;;;;;;;;;;;;;;
151.;Жилищные правоотношения;ст. 62 ЖК РФ;Что является предметом договора найма жилого помещения. ;;;;;;;;;;;;;;;;;;;;;;
;;1. Предметом договора социального найма жилого помещения должно быть жилое помещение (жилой дом, квартира, часть жилого дома или квартиры).;;;;;;;;;;;;;;;;;;;;;;;
;;2. Самостоятельным предметом договора социального найма жилого помещения не могут быть неизолированное жилое помещение, помещения вспомогательного использования, а также общее имущество в многоквартирном доме.;;;Изолированное жилое помещение (жилой дом, квартира, часть жилого дома или квартиры).;Благоустроенная или неблагоустроенная квартира.;Любое жилое помещение.;Изолированная часть жилого дома.;Квартира, дом, общежитие, служебное жилое помещение и т.п.;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
152.;;ст. 19 ЖК РФ;Какие жилые помещения относятся к муниципальному жилищному фонду?;;;;;;;;;;;;;;;;;;;;;;
;;3) муниципальный жилищный фонд - совокупность жилых помещений, принадлежащих на праве собственности муниципальным образованиям.;;;Находящиеся в собственности муниципальных унитарных предприятий и оперативном управлении муниципальных учреждений.;Находящиеся в хозяйственном ведении муниципальных унитарных предприятий.;Находящиеся в оперативном управлении муниципальных учреждений.;Находящиеся в собственности муниципальных образований.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
153.;;ст. 19 ЖК РФ;Какие жилые помещения относятся к частному жилищному фонду?;;;;;;;;;;;;;;;;;;;;;;
;;"1) частный жилищный фонд - совокупность жилых помещений, находящихся в собственности граждан и в собственности юридических лиц;";;;Находящиеся в собственности акционерных обществ.;Находящиеся в собственности граждан, жилищных кооперативов и хозяйственных обществ.;Находящиеся в собственности граждан и юридических лиц.;Находящиеся в собственности юридических лиц.;Находящиеся в собственности граждан.;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
154.;;ст. 19 ЖК РФ;Какие жилые помещения относятся к государственному жилищному фонду?;;;;;;;;;;;;;;;;;;;;;;
;;2) государственный жилищный фонд - совокупность жилых помещений, принадлежащих на праве собственности Российской Федерации (жилищный фонд Российской Федерации), и жилых помещений, принадлежащих на праве собственности субъектам Российской Федерации (жилищный фонд субъектов Российской Федерации);;;Находящиеся в собственности Российской Федерации и городов Российской Федерации.;Находящиеся в собственности Российской Федерации и субъектов Российской Федерации.;Находящиеся в собственности Российской Федерации.;Находящиеся в собственности субъектов Российской Федерации и городов Российской Федерации.;Находящиеся в собственности Российской Федерации и административных образований Российской Федерации.;;;;;;;;;;;;;;;;
;;;Выберите все возможные правильные из предложенных вариантов ответов.;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
155.;;ст. 675 ГК РФ;Последствия смены собственника жилого помещения, обремененного договором коммерческого найма?;;;;;;;;;;;;;;;;;;;;;;
;;Переход права собственности на занимаемое по договору найма жилое помещение не влечет расторжения или изменения договора найма жилого помещения. При этом новый собственник становится наймодателем на условиях ранее заключенного договора найма.;;;Договор сохраняется на прежних условиях.;Влечет расторжение договора коммерческого найма.;Влечет изменение срока договора коммерческого найма.;Влечет изменение условий договора коммерческого найма.;Срок договора коммерческого найма начинается снова.;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
156.;;ст. 17 ЖК РФ;Допускается ли размещение промышленных производств в жилых помещениях?;;;;;;;;;;;;;;;;;;;;;;
;;"3. Не допускается размещение в жилых помещениях промышленных производств, а также осуществление в жилых помещениях миссионерской деятельности, за исключением случаев, предусмотренных статьей 16 Федерального закона от 26 сентября 1997 года N 125-ФЗ ""О свободе совести и о религиозных объединениях"". ";;;Да;Нет;;;;;;;;;;;;;;;;;;;
157.;;п.1 ст. 683 ГК РФ;Срок договора коммерческого найма?;;;;;;;;;;;;;;;;;;;;;;
;;Договор найма жилого помещения заключается на срок, не превышающий пяти лет. Если в договоре срок не определен, договор считается заключенным на пять лет.;;;Не менее 1 года.;"По соглашению сторон;";"До 1 года, если соглашением сторон не установлено иное;";"До 5 лет;";Пять лет, если соглашением сторон, не установлен более длительный срок.;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
158.;;п.1 ст. 76 ЖК РФ;На каких условиях может быть заключен договор поднайма жилого помещения, предоставленного по договору социального найма?;;;;;;;;;;;;;;;;;;;;;;
;;Наниматель жилого помещения, предоставленного по договору социального найма, с согласия в письменной форме наймодателя и проживающих совместно с ним членов его семьи вправе передать часть занимаемого им жилого помещения, а в случае временного выезда все жилое помещение в поднаем. Договор поднайма жилого помещения, предоставленного по договору социального найма, может быть заключен при условии, если после его заключения общая площадь соответствующего жилого помещения на одного проживающего составит не менее учетной нормы, а в коммунальной квартире - не менее нормы предоставления.;;;Если после его заключения общая площадь соответствующего жилого помещения на одного проживающего составит не менее учетной нормы, а в коммунальной квартире - не менее нормы предоставления.;Если после его заключения общая площадь соответствующего жилого помещения на одного проживающего составит менее учетной нормы, а в коммунальной квартире - не менее нормы предоставления.;;;;;;;;;;;;;;;;;;;
159.;;;Кто считается поднанимателями жилого помещения?;;;;;;;;;;;;;;;;;;;;;;
;;ст. 685 ГК РФ;;;;;;;;;;;;;;;;;;;;;;;
;;1. По договору поднайма жилого помещения наниматель с согласия наймодателя передает на срок часть или все нанятое им помещение в пользование поднанимателю. Поднаниматель не приобретает самостоятельного права пользования жилым помещением. Ответственным перед наймодателем по договору найма жилого помещения остается наниматель.;;;Граждане, безвозмездно проживающие с нанимателем не более 1 года.;Граждане, проживающие в жилом помещении сроком не более 1 года.;Граждане, проживающие в жилом помещении, по возмездному договору, заключенному с нанимателем жилого помещения с согласия наймодателя;Граждане, проживающие в жилом помещении по договору с нанимателем сроком не более пяти лет.;Граждане, проживающие по возмездному договору сроком не более шести месяцев.;;;;;;;;;;;;;;;;
;;2. Договор поднайма жилого помещения может быть заключен при условии соблюдения требований законодательства о норме общей площади жилого помещения на одного человека.;;;;;;;;;;;;;;;;;;;;;;;
;;3. Договор поднайма жилого помещения является возмездным.;;;;;;;;;;;;;;;;;;;;;;;
160.;;п.2 ст. 76 ЖК РФ;Допускается ли поднаем жилого помещения в случаях, когда соседи-наниматели по коммунальной квартире возражают?;;;;;;;;;;;;;;;;;;;;;;
;;2. Для передачи в поднаем жилого помещения, находящегося в коммунальной квартире, требуется также согласие всех нанимателей и проживающих совместно с ними членов их семей, всех собственников и проживающих совместно с ними членов их семей.;;;Да;Нет;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
161.;;ст. 73 ЖК РФ;На каких условиях обмен жилыми помещениями не допускается?;;;;;;;;;;;;;;;;;;;;;;
;;Обмен жилыми помещениями между нанимателями данных помещений по договорам социального найма не допускается в случае, если:;;;;;;;;;;;;;;;;;;;;;;;
;;"1) к нанимателю обмениваемого жилого помещения предъявлен иск о расторжении или об изменении договора социального найма жилого помещения;";;;;;;;;;;;;;;;;;;;;;;;
;;"2) право пользования обмениваемым жилым помещением оспаривается в судебном порядке;";;;;;;;;;;;;;;;;;;;;;;;
;;"3) обмениваемое жилое помещение признано в установленном порядке непригодным для проживания;";;;;;;;;;;;;;;;;;;;;;;;
;;"4) принято решение о сносе соответствующего дома или его переоборудовании для использования в других целях;";;;Если в одном из обмениваемых помещении проживают несовершеннолетние.;Если обмениваемое помещение находится в ведомственном жилищном фонде.;Если одно из обмениваемых помещений размером меньше другого.;Если право пользования обмениваемым помещением оспаривается в суде.;;;;;;;;;;;;;;;;;
;;"5) принято решение о капитальном ремонте соответствующего дома с переустройством и (или) перепланировкой жилых помещений в этом доме;";;;;;;;;;;;;;;;;;;;;;;;
;;6) в результате обмена в коммунальную квартиру вселяется гражданин, страдающий одной из тяжелых форм хронических заболеваний, указанных в предусмотренном пунктом 4 части 1 статьи 51 настоящего Кодекса перечне.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
162.;;п.2 ст. 80 ЖК РФ;Срок проживания временных жильцов не может превышать?;;Три месяца подряд.;Шесть месяцев подряд.;Один год.;;;;;;;;;;;;;;;;;;
